//Version: ScorePerfmMatch_v170104
// Score: ./14_hmm.txt
// Perfm: ./14_spr.txt
// fmt3x: ./14_fmt3x.txt
//Missing 92	P1-3-16
//Missing 96	P1-4-13
//Missing 172	P1-6-14
//Missing 176	P1-6-15
//Missing 192	P1-7-1
//Missing 264	P1-9-3
//Missing 316	P1-10-18
//Missing 322	P1-11-2
//Missing 340	P1-11-20
//Missing 344	P1-11-22
//Missing 344	P1-11-23
//Missing 352	P1-12-18
//Missing 372	P1-12-21
//Missing 372	P1-12-22
//Missing 380	P1-12-15
//Missing 380	P1-12-26
//Missing 388	P1-13-3
//Missing 420	P1-14-3
//Missing 452	P1-15-3
//Missing 468	P1-15-11
//Missing 484	P1-16-21
//Missing 484	P1-16-22
//Missing 484	P1-16-23
//Missing 488	P1-16-6
//Missing 488	P1-16-25
//Missing 488	P1-16-27
//Missing 492	P1-16-29
//Missing 492	P1-16-31
//Missing 496	P1-16-33
//Missing 504	P1-16-16
//Missing 516	P1-17-10
//Missing 520	P1-17-11
//Missing 532	P1-17-14
//Missing 544	P1-18-1
//Missing 544	P1-18-9
//Missing 548	P1-18-10
//Missing 556	P1-18-4
//Missing 556	P1-18-12
//Missing 564	P1-18-14
//Missing 576	P1-19-1
//Missing 576	P1-19-10
//Missing 580	P1-19-2
//Missing 580	P1-19-11
//Missing 584	P1-19-12
//Missing 588	P1-19-4
//Missing 588	P1-19-13
//Missing 592	P1-19-5
//Missing 592	P1-19-14
//Missing 596	P1-19-6
//Missing 596	P1-19-15
//Missing 600	P1-19-16
//Missing 604	P1-19-8
//Missing 604	P1-19-17
//Missing 606	P1-19-9
//Missing 254	P1-8-19
//Missing 484	P1-16-4
//Missing 484	P1-16-3
//Missing 492	P1-16-9
